$$HAR,17:27:46,420272245,-936538276,306658,34903304,13,136,98554,2972,51068
$$HAR,17:27:49,420272231,-936538236,306504,34903304,30,136,98556,2973,51101
$$HAR,17:27:52,420272196,-936538190,306772,34903304,25,136,98554,2974,51144
$$HAR,17:27:55,420272159,-936538095,307795,34903304,34,136,98556,2975,51158
$$HAR,17:27:58,420272151,-936538036,310084,34903304,28,140,98554,2976,51179
$$HAR,17:28:1,420272124,-936537996,310984,34903304,7,140,98556,2977,51187
$$HAR,17:28:4,420272090,-936537952,311024,34903304,16,140,98552,2977,51217
$$HAR,17:28:7,420272075,-936537917,311147,34903304,28,147,98550,2978,51246
$$HAR,17:28:10,420272088,-936537873,311992,34903304,29,130,98554,2979,51328
$$HAR,17:28:13,420272095,-936537829,312445,34903304,38,147,98556,2981,51418
$$HAR,17:28:16,420272082,-936537805,312075,34903304,18,132,98554,2982,51482
$$HAR,17:28:19,420272077,-936537780,311361,34903304,25,151,98556,2983,51530
$$HAR,17:28:22,420272066,-936537769,311273,34903304,27,147,98556,2985,51575
$$HAR,17:28:25,420272046,-936537754,311368,34903304,5,146,98554,2986,51663
$$HAR,17:28:28,420272041,-936537741,310664,34903304,24,146,98554,2987,51735
$$HAR,17:28:31,420272021,-936537771,309242,34903304,21,183,98552,2988,51768
$$HAR,17:28:34,420272013,-936537828,307436,34903304,42,126,98552,2990,51781
$$HAR,17:28:37,420272010,-936537843,306477,34903304,12,140,98554,2991,51806
$$HAR,17:28:40,420272030,-936537850,306192,34903304,55,115,98554,2993,51815
$$HAR,17:28:43,420272076,-936537807,307455,34903304,155,111,98552,2994,51844
$$HAR,17:28:46,420272074,-936537749,308437,34903304,22,123,98552,2995,51867
$$HAR,17:28:49,420272088,-936537741,308013,34903304,16,117,98552,2997,51890
$$HAR,17:28:52,420272101,-936537717,307990,34903304,28,114,98556,2999,51906
$$HAR,17:28:55,420272116,-936537710,307896,34903304,37,119,98554,3000,51919
$$HAR,17:28:58,420272133,-936537729,308071,34903304,56,116,98554,3002,51937
$$HAR,17:29:1,420272173,-936537728,309430,34903304,42,114,98554,3003,51954
$$HAR,17:29:4,420272249,-936537743,311084,34903304,65,124,98554,3005,51967
$$HAR,17:29:7,420272315,-936537743,312669,34903304,14,121,98552,3006,51975
$$HAR,17:29:10,420272378,-936537736,314013,34903304,14,118,98552,3008,51965
$$HAR,17:29:13,420272423,-936537747,314682,34903304,58,114,98552,3010,51977
$$HAR,17:29:16,420272441,-936537709,315219,34903304,16,121,98552,3012,51994
$$HAR,17:29:19,420272465,-936537669,316096,34903304,22,114,98552,3013,52000
$$HAR,17:29:22,420272579,-936537628,317680,34903304,45,126,98552,3015,52006
$$HAR,17:29:25,420272656,-936537580,318917,34903304,47,114,98554,3017,52017
$$HAR,17:29:28,420272703,-936537492,320608,34903304,14,114,98556,3019,52033
$$HAR,17:29:31,420272717,-936537407,321867,34903304,56,111,98556,3021,52040
$$HAR,17:29:34,420272695,-936537327,321988,34903304,62,111,98554,3022,52052
$$HAR,17:29:37,420272568,-936537330,320613,34903304,28,126,98554,3024,52057
$$HAR,17:29:40,420272504,-936537302,319363,34903304,4,126,98554,3026,52044
$$HAR,17:29:43,420272448,-936537280,317906,34903304,30,126,98554,3028,52042
$$HAR,17:29:46,420272392,-936537256,316660,34903304,33,132,98554,3030,52044
$$HAR,17:29:49,420272442,-936537166,318701,34903304,12,114,98554,3032,52044
$$HAR,17:29:52,420272446,-936537068,320354,34903304,46,133,98554,3033,52032
$$HAR,17:29:55,420272397,-936536994,320697,34903304,63,134,98554,3035,52036
$$HAR,17:29:58,420272382,-936536958,321015,34903304,71,132,98556,3037,52062
$$HAR,17:30:1,420272357,-936536953,320058,34903304,47,132,98556,3039,52053
$$HAR,17:30:4,420272335,-936536963,318977,34903304,41,145,98556,3041,52055
$$HAR,17:30:7,420272313,-936536986,317389,34903304,24,137,98552,3043,52070
$$HAR,17:30:10,420272272,-936537025,315860,34903304,28,117,98552,3045,52078
$$HAR,17:30:13,420272228,-936537049,315224,34903304,19,125,98552,3046,52078
$$HAR,17:30:16,420272210,-936536983,317412,34903304,21,112,98550,3048,52078
$$HAR,17:30:19,420272196,-936536933,319455,34903304,9,112,98550,3050,52083
$$HAR,17:30:22,420272130,-936536920,320307,34903304,12,110,98550,3052,52066
$$HAR,17:30:25,420272116,-936536906,321488,34903304,12,110,98550,3054,52064
$$HAR,17:30:28,420272110,-936536889,322597,34903304,21,109,98550,3056,52048
$$HAR,17:30:31,420272095,-936536865,323356,34903304,29,109,98552,3058,52039
$$HAR,17:30:34,420272094,-936536839,324358,34903304,38,114,98552,3060,52027
$$HAR,17:30:37,420272114,-936536794,325599,34903304,64,112,98552,3061,52021
$$HAR,17:30:40,420272150,-936536769,326732,34903304,36,114,98552,3063,52017
$$HAR,17:30:43,420272111,-936536766,327040,34903304,162,129,98552,3065,52011
$$HAR,17:30:46,420272042,-936536768,326097,34903304,17,130,98550,3067,52016
$$HAR,17:30:49,420271992,-936536760,325684,34903304,18,133,98550,3069,52006
$$HAR,17:30:52,420271944,-936536770,325751,34903304,27,133,98550,3071,51996
$$HAR,17:30:55,420271950,-936536818,326013,34903304,32,133,98550,3073,51980
$$HAR,17:30:58,420271890,-936536879,325298,34903304,63,131,98550,3075,51968
$$HAR,17:31:1,420271840,-936536881,325000,34903304,109,136,98552,3077,51964
$$HAR,17:31:4,420271807,-936536915,324802,34903304,37,137,98552,3079,51987
$$HAR,17:31:7,420271764,-936536931,324553,34903304,8,144,98552,3081,52078
$$HAR,17:31:10,420271716,-936536959,323709,34903304,29,139,98552,3083,52068
$$HAR,17:31:13,420271674,-936537008,322720,34903304,21,139,98552,3085,52031
$$HAR,17:31:16,420271664,-936537076,321611,34903304,86,168,98550,3088,51990
$$HAR,17:31:19,420271663,-936537121,320412,34903304,56,134,98550,3090,51957
$$HAR,17:31:22,420271645,-936537183,319064,34903304,55,126,98552,3092,51930
$$HAR,17:31:25,420271645,-936537250,317347,34903304,36,123,98550,3094,51920
$$HAR,17:31:28,420271652,-936537304,316459,34903304,20,147,98550,3096,51896
$$HAR,17:31:31,420271687,-936537410,314778,34903304,14,145,98554,3098,51892
$$HAR,17:31:34,420271708,-936537485,313550,34903304,40,137,98552,3100,51874
$$HAR,17:31:37,420271726,-936537550,312520,34903304,32,139,98552,3102,51855
$$HAR,17:31:40,420271732,-936537585,312329,34903304,31,129,98552,3104,51845
$$HAR,17:31:43,420271745,-936537629,312343,34903304,30,129,98552,3106,51826
$$HAR,17:31:46,420271759,-936537645,312137,34903304,40,130,98550,3108,51816
$$HAR,17:31:49,420271761,-936537664,311601,34903304,17,130,98550,3110,51804
$$HAR,17:31:52,420271759,-936537685,310891,34903304,35,126,98550,3112,51808
$$HAR,17:31:55,420271751,-936537640,311747,34903304,56,129,98550,3114,51798
$$HAR,17:31:58,420271763,-936537585,313984,34903304,98,133,98550,3116,51793
$$HAR,17:32:1,420271832,-936537498,314334,34903304,103,133,98552,3118,51651
$$HAR,17:32:4,420271946,-936537445,313981,34903304,67,132,98552,3120,51239
$$HAR,17:32:7,420272033,-936537395,314612,34903304,117,132,98552,3122,50807
$$HAR,17:32:10,420272143,-936537355,314786,34903304,1014,128,98552,3124,50458
$$HAR,17:32:13,420272318,-936537331,314874,34903304,52,160,98552,3126,50160
$$HAR,17:32:16,420272379,-936537240,315881,34903304,148,145,98554,3128,49888
$$HAR,17:32:19,420272441,-936537315,316177,34903304,185,157,98554,3130,49648
$$HAR,17:32:22,420272427,-936537260,315904,34903304,194,185,98552,3131,49459
$$HAR,17:32:25,420272472,-936537106,315345,34903304,77,135,98550,3132,49275
$$HAR,17:32:28,420272473,-936537166,315672,34903304,141,157,98550,3134,48977
$$HAR,17:32:31,420272455,-936537334,314307,34903304,44,128,98548,3135,48591
$$HAR,17:32:34,420272486,-936537470,312821,34903304,74,117,98548,3137,48527
$$HAR,17:32:37,420272494,-936537341,315387,34903304,53,116,98550,3139,48800
$$HAR,17:32:40,420272505,-936537322,317005,34903304,56,119,98550,3141,49200
$$HAR,17:32:43,420272497,-936537345,317370,34903304,31,132,98550,3143,49562
$$HAR,17:32:46,420272494,-936537412,318037,34903304,10,126,98552,3144,49870
$$HAR,17:32:49,420272466,-936537518,316354,34903304,23,132,98552,3146,50117
$$HAR,17:32:52,420272471,-936537635,314091,34903304,3,132,98552,3148,50333
$$HAR,17:32:55,420272440,-936537721,311696,34903304,38,126,98550,3151,50474
$$HAR,17:32:58,420272401,-936537839,308833,34903304,33,126,98550,3153,50584
$$HAR,17:33:1,420272385,-936537918,307419,34903304,28,126,98550,3155,50692
$$HAR,17:33:4,420272372,-936537981,306308,34903304,44,136,98550,3157,50770
$$HAR,17:33:7,420272347,-936538042,305084,34903304,31,136,98552,3158,50843
$$HAR,17:33:10,420272343,-936538096,304218,34903304,30,130,98552,3160,50901
$$HAR,17:33:13,420272338,-936538151,303130,34903304,23,130,98550,3162,50940
$$HAR,17:33:16,420272266,-936538127,302714,34903304,118,146,98550,3165,50969
$$HAR,17:33:19,420272249,-936538309,301863,34903304,25,127,98550,3167,50977
$$HAR,17:33:22,420272248,-936538399,300311,34903304,28,126,98550,3169,50975
$$HAR,17:33:25,420272263,-936538432,299534,34903304,20,126,98550,3171,50997
$$HAR,17:33:28,420272274,-936538412,300112,34903304,34,126,98550,3173,51032
$$HAR,17:33:31,420272295,-936538384,300820,34903304,17,130,98550,3175,51071
$$HAR,17:33:34,420272307,-936538356,301684,34903304,87,126,98550,3177,51100
$$HAR,17:33:37,420272303,-936538370,301889,34903304,18,126,98554,3179,51135
$$HAR,17:33:40,420272279,-936538455,300094,34903304,31,126,98552,3181,51172
$$HAR,17:33:43,420272254,-936538550,298281,34903304,23,130,98552,3183,51201
$$HAR,17:33:43,420272254,-936538550,298281,34903304,23,130,98552,3185,51209
$$HAR,17:33:43,420272254,-936538550,298281,34903304,23,130,98552,3187,51238
$$HAR,17:33:43,420272254,-936538550,298281,34903304,23,130,98552,3189,51267
$$HAR,17:33:43,420272254,-936538550,298281,34903304,23,130,98563,3198,51292
$$HAR,17:33:58,420272529,-936538938,294088,31295552,626,143,98557,3199,51204
$$HAR,17:34:1,420272658,-936539098,291442,33162452,637,124,98550,3200,50887
$$HAR,17:34:4,420272819,-936539316,289304,31800416,1127,141,98548,3201,50362
$$HAR,17:34:7,420272920,-936539622,287997,28876860,874,116,98544,3202,49788
$$HAR,17:34:10,420272999,-936539955,285594,30075490,810,118,98544,3203,49288
$$HAR,17:34:13,420273187,-936540137,283665,32854664,925,120,98540,3204,48894
$$HAR,17:34:16,420273367,-936540304,282492,32185048,869,116,98540,3205,48599
$$HAR,17:34:19,420273560,-936540484,281619,33039964,979,116,98538,3207,48338
$$HAR,17:34:22,420273791,-936540648,279859,33645856,967,116,98538,3209,48131
$$HAR,17:34:25,420273953,-936540802,278429,32933086,322,116,98536,3210,47933
$$HAR,17:34:28,420274010,-936540834,277129,223829,153,116,98536,3212,47718
$$HAR,17:34:31,420273999,-936540832,276354,223829,44,128,98536,3214,47578
$$HAR,17:34:34,420273992,-936540839,275670,223829,56,128,98536,3216,47441
$$HAR,17:34:37,420273996,-936540873,274850,223829,86,128,98538,3217,47287
$$HAR,17:34:40,420273992,-936540874,274040,223829,77,112,98536,3219,47289
$$HAR,17:34:43,420273980,-936540878,273749,223829,61,116,98538,3220,47197
$$HAR,17:34:46,420273968,-936540877,273451,223829,75,124,98538,3221,46923
$$HAR,17:34:49,420273984,-936540882,273439,223829,7,112,98540,3223,46735
$$HAR,17:34:52,420273980,-936540890,272888,223829,29,162,98540,3225,46648
$$HAR,17:34:55,420273980,-936540882,272999,223829,39,115,98540,3227,46774
$$HAR,17:34:58,420273976,-936540885,273069,223829,144,114,98540,3228,46948
$$HAR,17:35:1,420273955,-936540882,273142,223829,152,126,98538,3230,47035
$$HAR,17:35:4,420273953,-936540885,272344,223829,104,115,98538,3232,47299
$$HAR,17:35:7,420273954,-936540868,271927,223829,74,130,98536,3234,47509
$$HAR,17:35:10,420273931,-936540894,273081,27034318,666,130,98536,3236,47458
$$HAR,17:35:13,420273375,-936540353,287885,14881866,4792,124,98534,3238,47063
$$HAR,17:35:16,420271659,-936539794,304006,16757702,7172,112,98493,3240,46629
$$HAR,17:35:19,420270067,-936539965,318689,18925754,6037,108,98408,3242,46685
$$HAR,17:35:22,420268581,-936539950,338134,20412588,5573,102,98308,3245,46651
$$HAR,17:35:25,420267208,-936539954,357337,12400166,6810,104,98173,3247,46308
$$HAR,17:35:28,420266886,-936539385,377315,1778838,811,98,98024,3249,46065
$$HAR,17:35:31,420266839,-936539297,396389,33395260,1468,93,97853,3251,45765
$$HAR,17:35:34,420267139,-936539398,414741,5315921,4546,93,97669,3253,45445
$$HAR,17:35:37,420266637,-936538429,433285,13732632,3993,92,97486,3255,45230
$$HAR,17:35:40,420265150,-936537309,449751,17310550,7445,92,97294,3258,44886
$$HAR,17:35:43,420264363,-936537508,467264,23357952,2426,92,97106,3259,44512
$$HAR,17:35:46,420264600,-936538336,480374,33205852,2643,92,96911,3261,44132
$$HAR,17:35:49,420264755,-936538450,497145,24897032,1420,92,96735,3263,43781
$$HAR,17:35:52,420264197,-936538137,518909,19719472,3451,92,96551,3264,43514
$$HAR,17:35:55,420263362,-936537824,537237,14296970,8555,92,96353,3266,43266
$$HAR,17:35:58,420262387,-936537055,551848,8880004,2254,92,96149,3268,42910
$$HAR,17:36:1,420261660,-936537229,568927,20600138,2037,92,95968,3270,42552
$$HAR,17:36:4,420261471,-936538135,583113,23816870,3024,92,95780,3272,42265
$$HAR,17:36:7,420261119,-936537606,600526,17202416,2601,92,95596,3273,42083
$$HAR,17:36:10,420260436,-936538474,617336,21053274,6070,92,95417,3274,41916
$$HAR,17:36:13,420260735,-936538355,632965,7911950,2628,92,95233,3276,41783
$$HAR,17:36:16,420260541,-936537378,650970,10606198,4070,92,95055,3278,41762
$$HAR,17:36:19,420260062,-936537574,665056,14720600,3639,92,94867,3279,41768
$$HAR,17:36:22,420260115,-936537502,679433,30036024,5387,92,94698,3281,41781
$$HAR,17:36:25,420260119,-936538499,692956,27995274,3260,92,94523,3282,41727
$$HAR,17:36:28,420260046,-936538097,706752,22633622,4474,98,94351,3283,41634
$$HAR,17:36:31,420259508,-936538216,718369,21402886,2557,98,94194,3285,41585
$$HAR,17:36:34,420259805,-936537698,735499,3195001,5719,98,94037,3286,41544
$$HAR,17:36:37,420259853,-936537281,756166,7812994,5186,97,93877,3287,41503
$$HAR,17:36:40,420260204,-936537847,778006,27947096,3902,107,93699,3288,41396
$$HAR,17:36:43,420260414,-936538781,797608,24574622,3680,107,93501,3290,41281
$$HAR,17:36:46,420259986,-936538375,819955,2271676,1542,100,93305,3290,41190
$$HAR,17:36:49,420260710,-936538406,835820,34023300,4526,100,93103,3291,41101
$$HAR,17:36:52,420260298,-936538692,854995,15232610,3213,106,92905,3291,41016
$$HAR,17:36:55,420260285,-936539377,875062,22842760,3868,106,92701,3292,40900
$$HAR,17:36:58,420259266,-936539810,891902,25177006,3332,106,92494,3293,40845
$$HAR,17:37:1,420259370,-936540213,905928,1304917,4317,111,92296,3294,40842
$$HAR,17:37:4,420258802,-936539837,924419,15665248,4015,107,92116,3295,40814
$$HAR,17:37:7,420258056,-936538940,938372,19109302,5601,107,91922,3296,40799
$$HAR,17:37:10,420257482,-936539061,956648,16386920,3332,107,91744,3296,40744
$$HAR,17:37:13,420257605,-936538529,978175,4478456,3199,101,91565,3297,40652
$$HAR,17:37:16,420257480,-936539605,996975,26819120,3017,101,91369,3298,40554
$$HAR,17:37:19,420257351,-936539050,1016038,11842696,2239,101,91174,3298,40409
$$HAR,17:37:22,420257791,-936538001,1031793,5645996,1735,101,90976,3298,40253
$$HAR,17:37:25,420257348,-936537746,1051007,15296406,5186,101,90792,3298,40213
$$HAR,17:37:28,420256565,-936538632,1065818,21297524,1687,101,90598,3299,40134
$$HAR,17:37:31,420256600,-936539365,1081519,31042620,3262,101,90414,3299,40057
$$HAR,17:37:34,420257108,-936538382,1098501,5506139,4007,102,90230,3300,40031
$$HAR,17:37:37,420256606,-936537561,1113057,14060048,1317,101,90060,3300,39954
$$HAR,17:37:40,420256964,-936537695,1132081,34185672,4277,101,89887,3300,39847
$$HAR,17:37:43,420257288,-936538185,1148472,24231534,5196,101,89708,3300,39812
$$HAR,17:37:46,420256995,-936539079,1161015,24618324,2073,101,89529,3300,39770
$$HAR,17:37:49,420256858,-936537973,1178235,8721500,7421,101,89361,3300,39639
$$HAR,17:37:52,420256252,-936537714,1193542,18229040,2926,101,89189,3300,39538
$$HAR,17:37:55,420256442,-936537172,1211217,7826696,800,101,89024,3299,39402
$$HAR,17:37:58,420255912,-936536460,1229701,12895288,1499,103,88854,3299,39312
$$HAR,17:37:58,420255912,-936536460,1229701,12895288,1499,103,88676,3299,39176
$$HAR,17:37:58,420255912,-936536460,1229701,12895288,1499,103,88511,3298,39052
$$HAR,17:37:58,420255912,-936536460,1229701,12895288,1499,103,88332,3298,38880
$$HAR,17:38:10,420254657,-936536058,1297862,1177813,846,89,88154,3297,38676
$$HAR,17:38:13,420253947,-936534613,1312922,11905070,3588,89,87985,3297,38480
$$HAR,17:38:16,420253766,-936533278,1329711,8230081,3929,89,87817,3297,38190
$$HAR,17:38:19,420254111,-936533447,1348314,1322434,1046,93,87647,3296,38016
$$HAR,17:38:22,420253603,-936533897,1364778,17049448,5542,89,87476,3295,37843
$$HAR,17:38:25,420253736,-936533752,1381773,31330474,2688,89,87303,3294,37746
$$HAR,17:38:28,420254004,-936534555,1397384,24930242,4757,89,87129,3293,37678
$$HAR,17:38:31,420253797,-936534454,1415330,10509634,3706,89,86966,3292,37661
$$HAR,17:38:34,420253653,-936533644,1431642,3068437,2199,89,86788,3291,37658
$$HAR,17:38:37,420253129,-936534203,1449613,23574846,4507,89,86618,3290,37706
$$HAR,17:38:40,420253019,-936534833,1468963,21146848,4477,89,86448,3289,37727
$$HAR,17:38:43,420253164,-936533936,1487844,9989800,3943,89,86268,3288,37594
$$HAR,17:38:46,420253034,-936534122,1506681,19522970,3119,89,86080,3287,37331
$$HAR,17:38:49,420252346,-936533060,1523611,13271628,2654,89,85897,3286,36825
$$HAR,17:38:52,420252256,-936531560,1543145,8493970,1003,89,85716,3285,36112
$$HAR,17:38:55,420253290,-936531233,1559268,891713,4479,89,85531,3284,35445
$$HAR,17:38:58,420254031,-936531422,1576323,34832868,5126,89,85347,3283,34923
$$HAR,17:39:1,420254798,-936532026,1587493,34309536,2625,89,85177,3281,34339
$$HAR,17:39:4,420255540,-936532452,1599935,33876660,1769,89,85011,3279,33835
$$HAR,17:39:7,420256160,-936533028,1611842,32499642,1296,89,84859,3278,33519
